employee_id,first_name,last_name,department,job_title,job_level,location,region,manager_id,joining_date,exit_date,performance_rating,tenure_years,is_active,supervisor_id
1066,Darrell,Weaver,Customer Support,Support Agent,4,San Francisco,EMEA,6577.0,09/15/2023,,3,1.88,True,10768.0
1067,Heather,Mckay,Finance,Financial Analyst,5,Chicago,NA,13422.0,09/27/2015,,4,9.85,True,8801.0
1068,Erika,Alvarez,Operations,Operations Manager,1,New York,APAC,10529.0,04/22/2016,,2,9.28,True,10069.0
1069,Brian,George,Customer Support,Support Lead,5,San Francisco,APAC,4778.0,12/02/2019,,3,5.67,True,
1070,Leslie,Nichols,HR,HR Manager,1,Boston,EMEA,10660.0,12/29/2017,05/30/2022,4,4.42,False,9596.0
1071,Ashley,West,Finance,Financial Analyst,2,San Francisco,EMEA,,07/11/2017,,3,8.06,True,5495.0
1072,Emily,Lopez,Engineering,Software Engineer,5,San Francisco,EMEA,1201.0,04/27/2019,,4,6.27,True,8691.0
1073,Sarah,Silva,Operations,Operations Manager,3,Chicago,NA,2071.0,10/13/2023,,4,1.8,True,2214.0
1074,Mary,Taylor,Engineering,Software Engineer,2,Seattle,APAC,13525.0,01/28/2018,08/24/2020,2,2.57,False,10767.0
1075,Jason,Haley,HR,HR Manager,4,Austin,APAC,11175.0,11/10/2016,,4,8.73,True,
1076,Michael,Holmes,Sales,Sales Executive,2,San Francisco,NA,3565.0,04/05/2025,05/11/2025,2,0.1,False,
1077,Michael,Bell,Operations,Operations Manager,3,New York,EMEA,8439.0,03/29/2019,,3,6.35,True,
1078,Deborah,Alexander,HR,HR Manager,5,Boston,EMEA,3442.0,12/04/2017,,5,7.66,True,14544.0
1079,Steven,Estrada,Marketing,Marketing Specialist,1,Chicago,APAC,8196.0,10/20/2017,,5,7.79,True,
1080,Valerie,Moore,Finance,Finance Manager,3,Seattle,LATAM,,11/08/2017,,5,7.73,True,6281.0
1081,Richard,Berry,Finance,Financial Analyst,1,Chicago,NA,13503.0,10/10/2016,,3,8.81,True,8709.0
1082,Benjamin,Douglas,Operations,Operations Manager,2,Seattle,LATAM,8701.0,08/10/2018,,4,6.98,True,6461.0
1083,Amy,Thomas,Customer Support,Support Agent,2,San Francisco,LATAM,7562.0,01/05/2023,,3,2.57,True,10013.0
1084,Kevin,Green,Engineering,Senior Engineer,1,San Francisco,APAC,14516.0,01/19/2022,,4,3.53,True,11776.0
1085,Seth,Pierce,Operations,Operations Manager,1,Chicago,APAC,13452.0,12/23/2019,,4,5.61,True,
1086,Monica,Christensen,Finance,Financial Analyst,3,Austin,LATAM,12630.0,09/02/2022,06/06/2024,5,1.76,False,10025.0
1087,Donna,Johnson,Engineering,Engineering Manager,4,New York,EMEA,2925.0,07/30/2024,,1,1.01,True,3523.0
1088,Mark,Moore,Operations,Operations Manager,5,Boston,APAC,4994.0,05/29/2020,,4,5.18,True,3370.0
1089,Taylor,Rodgers,IT,IT Specialist,5,Seattle,EMEA,14999.0,04/11/2016,,3,9.31,True,13906.0
1090,Eric,Martinez,Finance,Financial Analyst,3,Boston,APAC,9023.0,02/03/2021,,5,4.49,True,8317.0
1091,Connie,Davis,Operations,Operations Manager,3,Seattle,LATAM,12428.0,08/17/2021,,3,3.96,True,7275.0
1092,Shelley,Cantrell,HR,HR Manager,1,San Francisco,LATAM,11874.0,12/28/2024,,4,0.59,True,11683.0
1093,Justin,Price,Marketing,Marketing Manager,1,Chicago,APAC,,02/17/2025,,4,0.45,True,1252.0
1094,Justin,Kelly,Marketing,Marketing Manager,2,New York,LATAM,12350.0,02/24/2019,,3,6.44,True,2316.0
1095,Justin,Arroyo,Customer Support,Support Lead,3,Boston,LATAM,4847.0,12/14/2022,,1,2.63,True,5709.0
1096,Joseph,Garrison,HR,HR Generalist,4,New York,NA,1754.0,02/23/2020,,3,5.44,True,1920.0
1097,Jessica,Baker,Finance,Finance Manager,3,Austin,EMEA,13985.0,08/04/2019,,4,6.0,True,3869.0
1098,Alexander,Macdonald,Sales,Sales Manager,5,Boston,EMEA,8556.0,05/27/2022,,5,3.18,True,8530.0
1099,Sheila,Vasquez,Finance,Financial Analyst,4,San Francisco,EMEA,5902.0,08/06/2020,07/02/2024,3,3.91,False,7952.0
1100,Lauren,Rasmussen,Finance,Finance Manager,3,Chicago,LATAM,10371.0,03/29/2023,,1,2.35,True,5848.0
1101,Audrey,Thompson,Finance,Financial Analyst,4,San Francisco,NA,13209.0,03/13/2024,,1,1.39,True,15814.0
1102,Stephen,Gutierrez,Finance,Financial Analyst,5,San Francisco,EMEA,13380.0,07/21/2018,,5,7.04,True,11801.0
1103,Roger,Dawson,Marketing,Marketing Specialist,1,San Francisco,LATAM,2477.0,10/25/2019,03/13/2021,3,1.38,False,6353.0
1104,Brittney,Brooks,IT,IT Specialist,2,Chicago,APAC,5211.0,04/03/2023,,3,2.33,True,8895.0
1105,Bradley,Wright,Finance,Finance Manager,1,Austin,NA,12866.0,06/06/2016,08/12/2016,2,0.18,False,7512.0
1106,Amy,Vincent,Customer Support,Support Agent,4,New York,APAC,13272.0,07/21/2022,,4,3.03,True,10578.0
1107,Brian,Reeves,IT,IT Manager,1,Boston,EMEA,10199.0,06/16/2022,,5,3.13,True,10996.0
1108,Cynthia,Diaz,HR,HR Generalist,4,Boston,APAC,1610.0,09/12/2024,,1,0.88,True,9072.0
1109,Wayne,Miller,Sales,Sales Executive,2,Seattle,EMEA,13176.0,03/11/2024,,3,1.39,True,9851.0
1110,Jill,Allen,IT,IT Specialist,4,Boston,NA,5584.0,02/14/2018,,5,7.47,True,
1111,Deborah,Grant,Customer Support,Support Agent,4,Austin,EMEA,7019.0,01/19/2016,,1,9.54,True,11565.0
1112,Janet,Pineda,Customer Support,Support Agent,4,San Francisco,EMEA,,06/02/2024,,4,1.16,True,11478.0
1113,Eduardo,Owens,Engineering,Software Engineer,3,Chicago,EMEA,,08/13/2019,,2,5.97,True,4395.0
1114,Carlos,Curtis,HR,HR Generalist,3,Chicago,NA,9851.0,08/19/2019,,2,5.96,True,3859.0
1115,Michelle,Johnson,Sales,Sales Executive,2,New York,APAC,1259.0,06/12/2023,,2,2.14,True,1859.0
1116,Larry,Barton,Marketing,Marketing Manager,5,New York,NA,2787.0,03/13/2023,,3,2.39,True,4630.0
1117,George,Hughes,Engineering,Engineering Manager,5,San Francisco,LATAM,,12/05/2020,,1,4.66,True,7581.0
1118,Rachel,Lopez,IT,IT Specialist,4,Boston,LATAM,3431.0,08/12/2015,07/29/2022,1,6.97,False,
1119,Denise,Blanchard,Finance,Finance Manager,4,Seattle,APAC,13995.0,06/20/2022,,5,3.12,True,14973.0
1120,Michael,Lopez,HR,HR Manager,4,Chicago,LATAM,12954.0,11/07/2020,,4,4.73,True,
1121,Brittany,Chavez,IT,IT Manager,3,San Francisco,EMEA,,06/16/2022,,4,3.13,True,2528.0
1122,Ricky,Vasquez,IT,IT Specialist,3,Chicago,NA,11978.0,05/30/2017,,5,8.18,True,
1123,Jill,Mcclure,Customer Support,Support Lead,1,San Francisco,APAC,3536.0,02/12/2016,,5,9.47,True,4675.0
1124,Karen,Fitzpatrick,Sales,Sales Manager,5,San Francisco,NA,8031.0,10/03/2015,,5,9.84,True,13574.0
1125,Marcia,Mitchell,Engineering,Engineering Manager,3,New York,EMEA,6752.0,01/26/2016,,3,9.52,True,
1126,Jennifer,Johnson,Marketing,Marketing Manager,1,Chicago,NA,7879.0,08/11/2024,07/05/2025,5,0.9,False,3579.0
1127,William,Clayton,Customer Support,Support Lead,3,Seattle,NA,11123.0,01/03/2016,,2,9.58,True,
1128,Kristen,Martinez,Sales,Sales Manager,4,Boston,LATAM,4532.0,05/08/2016,,4,9.24,True,2865.0
1129,Katherine,Bush,Customer Support,Support Lead,1,San Francisco,LATAM,,04/23/2025,,3,0.27,True,10820.0
1130,Edward,Martinez,Engineering,Software Engineer,2,San Francisco,EMEA,2966.0,09/21/2020,,3,4.86,True,
1131,Kenneth,Moody,IT,IT Specialist,2,Austin,EMEA,,02/08/2018,,3,7.48,True,1694.0
1132,Laura,Richardson,IT,IT Specialist,4,New York,APAC,11489.0,08/19/2015,,5,9.96,True,2888.0
1133,Thomas,Carpenter,IT,IT Specialist,3,Chicago,LATAM,,01/27/2018,,3,7.52,True,4987.0
1134,Daniel,Hayes,IT,IT Manager,5,New York,LATAM,13766.0,06/29/2020,,3,5.09,True,9364.0
1135,Richard,Farley,Sales,Sales Executive,3,San Francisco,EMEA,3843.0,03/20/2017,,2,8.37,True,13456.0
1136,David,Lyons,Sales,Sales Executive,4,Austin,LATAM,11233.0,09/26/2023,,5,1.85,True,11277.0
1137,David,Wilcox,Customer Support,Support Agent,4,New York,LATAM,10690.0,08/15/2015,,3,9.97,True,
1138,Heather,Mitchell,Sales,Sales Manager,4,Austin,NA,,09/03/2023,04/18/2024,3,0.62,False,15014.0
1139,Mary,Stevens,Sales,Sales Manager,4,Seattle,NA,6268.0,07/10/2024,,5,1.06,True,9215.0
1140,Kimberly,Burke,Marketing,Marketing Specialist,4,New York,APAC,3828.0,09/21/2017,,1,7.87,True,
1141,Erik,Walker,Operations,Operations Manager,5,Seattle,EMEA,13689.0,06/02/2019,,3,6.17,True,10796.0
1142,Erin,Mckay,Engineering,Engineering Manager,3,New York,APAC,12858.0,09/24/2017,12/15/2017,4,0.22,False,15850.0
1143,Austin,Briggs,Marketing,Marketing Manager,1,Seattle,EMEA,12444.0,05/03/2020,,3,5.25,True,3113.0
1144,Brian,Hart,Sales,Sales Manager,5,Austin,APAC,,12/09/2020,,5,4.65,True,9332.0
1145,Andrew,Brown,Customer Support,Support Agent,3,San Francisco,EMEA,8968.0,07/02/2023,,3,2.08,True,3254.0
1146,Alyssa,Mcmahon,Marketing,Marketing Specialist,3,New York,NA,7173.0,01/05/2017,,5,8.58,True,3963.0
1147,Daniel,Little,Marketing,Marketing Manager,1,Austin,APAC,11004.0,10/31/2021,,2,3.75,True,13265.0
1148,Keith,Moore,Operations,Operations Executive,5,Chicago,APAC,4179.0,02/16/2024,,4,1.46,True,10346.0
1149,Kathryn,Cantu,Operations,Operations Manager,3,Austin,LATAM,3268.0,08/21/2023,,2,1.95,True,1855.0
1150,Abigail,Hernandez,Operations,Operations Manager,5,New York,NA,15833.0,09/11/2016,,2,8.89,True,14616.0
1151,Teresa,Gutierrez,IT,IT Specialist,2,Austin,APAC,,12/28/2024,,4,0.59,True,4863.0
1152,Daniel,Hamilton,IT,IT Specialist,3,Chicago,NA,11649.0,01/02/2017,,1,8.58,True,3393.0
1153,Sandra,Miller,Marketing,Marketing Specialist,3,Austin,EMEA,1087.0,05/22/2018,,4,7.2,True,1312.0
1154,Rebecca,Thomas,Finance,Financial Analyst,2,Seattle,LATAM,2997.0,05/01/2021,06/13/2022,3,1.12,False,
1155,Grant,Massey,IT,IT Manager,1,New York,LATAM,10422.0,09/07/2015,,1,9.91,True,3353.0
1156,Larry,Shea,Finance,Finance Manager,1,Seattle,APAC,11949.0,07/18/2020,,4,5.04,True,
1157,John,Warren,Customer Support,Support Agent,5,Seattle,NA,,02/20/2018,,4,7.45,True,7117.0
1158,Ryan,Fry,Finance,Financial Analyst,3,New York,APAC,13046.0,03/21/2018,,1,7.37,True,3186.0
1159,Levi,Miller,Engineering,Senior Engineer,5,San Francisco,EMEA,8841.0,06/10/2020,,4,5.15,True,14296.0
1160,Travis,Jones,Marketing,Marketing Specialist,4,New York,APAC,6171.0,11/23/2023,,2,1.69,True,9445.0
1161,Jessica,Salazar,IT,IT Manager,3,New York,EMEA,6439.0,08/24/2017,,1,7.94,True,14097.0
1162,Daniel,Thomas,Customer Support,Support Lead,4,Boston,LATAM,4061.0,07/27/2023,,4,2.02,True,9152.0
1163,James,Johnson,Customer Support,Support Lead,1,Boston,LATAM,3957.0,03/06/2017,08/16/2021,5,4.45,False,6263.0
1164,Douglas,Davenport,Sales,Sales Executive,3,Boston,APAC,3731.0,06/12/2023,,5,2.14,True,6760.0
1165,Kathleen,Wilkerson,Operations,Operations Executive,3,Seattle,LATAM,,05/15/2022,,1,3.22,True,6953.0
1166,Anthony,Perez,Marketing,Marketing Specialist,2,Seattle,LATAM,11571.0,10/27/2017,02/10/2023,1,5.29,False,7273.0
1167,Paula,Mullins,Engineering,Engineering Manager,2,Boston,LATAM,2260.0,03/02/2022,,3,3.42,True,9675.0
1168,Joshua,Krause,Customer Support,Support Lead,3,Boston,APAC,,12/01/2016,,1,8.67,True,9483.0
1169,Brittany,Schneider,IT,IT Specialist,3,San Francisco,LATAM,9048.0,05/01/2025,,5,0.25,True,3224.0
1170,Alexandria,Coleman,Sales,Sales Manager,2,Boston,LATAM,12626.0,08/12/2016,,3,8.98,True,
1171,Allison,White,Finance,Finance Manager,2,Boston,EMEA,4293.0,12/02/2015,,5,9.67,True,4879.0
1172,Matthew,Diaz,Operations,Operations Executive,3,Seattle,APAC,15488.0,03/21/2021,,5,4.37,True,
1173,Wanda,Calderon,Finance,Finance Manager,4,Seattle,LATAM,,03/10/2024,,5,1.39,True,11525.0
1174,Justin,Bonilla,Sales,Sales Manager,4,Boston,APAC,3982.0,07/24/2020,12/07/2023,5,3.37,False,3115.0
1175,James,Hughes,IT,IT Specialist,1,Seattle,EMEA,12622.0,11/17/2020,,2,4.71,True,9502.0
1176,Lori,Thomas,Finance,Financial Analyst,3,Chicago,APAC,2531.0,03/31/2025,05/27/2025,3,0.16,False,3763.0
1177,Patricia,Clark,Marketing,Marketing Specialist,5,Boston,APAC,,10/16/2019,,5,5.8,True,2331.0
1178,Diane,Neal,Engineering,Engineering Manager,5,San Francisco,EMEA,1497.0,02/09/2019,,4,6.48,True,11276.0
1179,Brian,Baker,Finance,Finance Manager,4,Chicago,LATAM,3590.0,01/09/2025,,1,0.56,True,8934.0
1180,Juan,Stephens,Operations,Operations Executive,3,Seattle,EMEA,15103.0,12/17/2018,,3,6.63,True,7533.0
1181,Jacob,Hahn,Marketing,Marketing Manager,5,Seattle,NA,8367.0,01/27/2023,,4,2.51,True,2587.0
1182,Charles,Schroeder,Engineering,Senior Engineer,4,Seattle,LATAM,10465.0,03/17/2025,,2,0.38,True,4111.0
1183,Johnny,Browning,Marketing,Marketing Manager,5,Austin,LATAM,,06/20/2020,,4,5.12,True,9282.0
1184,Eric,Mclean,Operations,Operations Executive,2,Seattle,APAC,15457.0,01/17/2020,02/01/2021,3,1.04,False,12019.0
1185,Riley,Hall,Operations,Operations Manager,5,New York,NA,13516.0,02/15/2024,,3,1.46,True,1742.0
1186,David,Morgan,IT,IT Specialist,5,Seattle,EMEA,,08/03/2019,,3,6.0,True,13524.0
1187,Laura,Evans,Finance,Financial Analyst,2,New York,LATAM,6991.0,11/29/2015,,3,9.68,True,4262.0
1188,Sharon,Holden,IT,IT Specialist,1,New York,EMEA,3441.0,09/28/2019,,4,5.85,True,9447.0
1189,Candace,Moore,Marketing,Marketing Manager,5,San Francisco,EMEA,5903.0,10/13/2021,,5,3.8,True,9312.0
1190,Alexander,Pineda,Operations,Operations Manager,4,New York,APAC,10564.0,05/08/2024,,1,1.23,True,15726.0
1191,Kurt,Green,Engineering,Engineering Manager,4,San Francisco,EMEA,9590.0,09/23/2016,,5,8.86,True,11154.0
1192,Matthew,Gutierrez,IT,IT Specialist,2,New York,NA,3482.0,05/19/2018,08/15/2024,4,6.25,False,4341.0
1193,Michael,Contreras,IT,IT Manager,1,Boston,EMEA,11850.0,10/09/2021,,5,3.81,True,7174.0
1194,Erik,Sweeney,Customer Support,Support Agent,4,Seattle,APAC,4151.0,07/09/2018,,3,7.07,True,5572.0
1195,Cory,Joyce,Finance,Financial Analyst,3,San Francisco,EMEA,6715.0,10/05/2022,,4,2.82,True,14032.0
1196,Michelle,Byrd,Finance,Finance Manager,1,Seattle,LATAM,13666.0,03/27/2022,,4,3.35,True,5759.0
1197,Lori,Anderson,Engineering,Senior Engineer,1,San Francisco,LATAM,14566.0,08/13/2023,,4,1.97,True,10209.0
1198,Gina,Marshall,Finance,Financial Analyst,1,Seattle,EMEA,4815.0,08/10/2021,,5,3.98,True,
1199,Roger,Huerta,IT,IT Manager,4,New York,EMEA,3588.0,04/20/2022,12/14/2022,5,0.65,False,15429.0
1200,Michael,Moore,Operations,Operations Manager,2,San Francisco,APAC,2466.0,01/31/2025,,1,0.5,True,4805.0
1201,Emily,Moore,Engineering,Software Engineer,4,Chicago,NA,4053.0,08/22/2018,,4,6.95,True,15292.0
1202,Troy,Duke,Finance,Financial Analyst,1,San Francisco,NA,11508.0,06/26/2019,,3,6.1,True,9093.0
1203,Gregory,Russell,Marketing,Marketing Manager,3,Chicago,NA,12774.0,09/10/2015,,4,9.9,True,13069.0
1204,Morgan,Taylor,Customer Support,Support Lead,5,Boston,EMEA,9443.0,10/28/2022,07/28/2023,4,0.75,False,7568.0
1205,Jane,Moore,Sales,Sales Executive,2,Austin,APAC,4859.0,01/17/2017,,1,8.54,True,5375.0
1206,Joseph,Jackson,Customer Support,Support Lead,5,Boston,NA,2018.0,02/18/2024,,3,1.45,True,8626.0
1207,Lori,Rose,Finance,Financial Analyst,4,Boston,APAC,4619.0,07/15/2022,,3,3.05,True,3189.0
1208,Sophia,Horton,Operations,Operations Executive,4,Boston,APAC,13409.0,10/15/2023,,5,1.8,True,11881.0
1209,Kathy,Smith,HR,HR Generalist,5,New York,LATAM,,06/21/2018,,3,7.12,True,2012.0
1210,Darrell,Graham,HR,HR Generalist,2,San Francisco,LATAM,9009.0,10/17/2018,11/08/2023,2,5.06,False,
1211,Judy,Mendoza,Operations,Operations Executive,4,Chicago,LATAM,12023.0,05/18/2024,,1,1.21,True,12851.0
1212,Cory,Huber,Engineering,Senior Engineer,3,New York,EMEA,12476.0,10/11/2019,,1,5.81,True,
1213,John,Fleming,Engineering,Software Engineer,4,New York,APAC,12949.0,06/18/2019,,2,6.13,True,7888.0
1214,Laura,Butler,Customer Support,Support Lead,4,Austin,LATAM,15095.0,08/21/2024,07/06/2025,5,0.87,False,3925.0
1215,Amanda,Mclaughlin,IT,IT Specialist,2,New York,NA,9921.0,12/24/2017,,4,7.61,True,7215.0
1216,Anthony,Schaefer,HR,HR Generalist,4,San Francisco,EMEA,,07/19/2019,,1,6.04,True,11075.0
1217,Mercedes,Lopez,Engineering,Software Engineer,2,New York,NA,12523.0,05/15/2022,,4,3.22,True,5010.0
1218,Stacy,Nolan,Engineering,Senior Engineer,4,Chicago,EMEA,5740.0,07/03/2022,,1,3.08,True,12986.0
1219,Caroline,Sanchez,Customer Support,Support Lead,2,San Francisco,EMEA,5924.0,07/04/2017,,5,8.08,True,10122.0
1220,Jessica,Brock,Marketing,Marketing Manager,5,Austin,NA,6223.0,12/12/2019,,4,5.64,True,7689.0
1221,Randy,Johnson,Marketing,Marketing Manager,4,Chicago,LATAM,12593.0,08/21/2020,,2,4.95,True,
1222,James,Rogers,Operations,Operations Executive,5,Austin,LATAM,5178.0,08/22/2015,,2,9.95,True,11596.0
1223,Steven,Padilla,Sales,Sales Manager,3,New York,EMEA,10879.0,09/22/2021,04/26/2023,4,1.59,False,
1224,Donald,Murphy,Sales,Sales Executive,5,Boston,EMEA,15893.0,07/14/2023,,3,2.05,True,
1225,Jeffrey,Aguirre,HR,HR Generalist,4,Chicago,EMEA,13707.0,12/01/2020,,2,4.67,True,8640.0
1226,Andrew,Pierce,Customer Support,Support Lead,3,San Francisco,LATAM,6247.0,05/30/2020,,4,5.18,True,7074.0
1227,Dylan,Wells,Customer Support,Support Lead,1,Seattle,EMEA,10569.0,11/09/2022,,1,2.73,True,7842.0
1228,Corey,Branch,Finance,Financial Analyst,2,San Francisco,EMEA,11726.0,04/14/2021,,2,4.3,True,6531.0
1229,Daniel,Miles,Finance,Finance Manager,4,Austin,EMEA,12802.0,07/12/2021,,3,4.06,True,4016.0
1230,Cory,Reed,Engineering,Engineering Manager,1,New York,NA,11334.0,11/08/2018,,4,6.73,True,12587.0
